ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,label_list,aspect_list_parsed,caption_word_count,num_aspects
D7pjR9cQChM,30,40,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n","['hardstyle/trance', 'electronic drums', 'bass', 'synthesizer plucks', 'pulsating pad sounds', 'clubmusic', 'uptempo']","The drums are playing a four on the floor techno rhythm with hihats and a strong kick. A synthetic bass follows the kick with almost just a single note playing. Panned to the left and right side of the speakers you can hear a monotone, repeating synth melody. This song may be playing in a technoclub.",6,False,True,"['/m/0283d', ' /m/04rlf', ' /m/07gxw', ' /m/07lnk', ' /m/07s72n']","['hardstyle/trance', 'electronic drums', 'bass', 'synthesizer plucks', 'pulsating pad sounds', 'clubmusic', 'uptempo']",56,7
D7z2Q-hH25s,30,40,"/m/015lz1,/m/0164x2,/m/04rlf,/m/0ln16","['salsa song', 'male voice', 'piano', 'bass', 'low quality audio', 'moderate tempo', 'cover song', 'dance song']","This salsa song features a male voice singing the main melody. This is accompanied by percussion playing a salsa beat. The piano plays a typical salsa rhythm using the main chords for the song. The bass plays the root note and fifth of the chord. Due to the low quality of the audio, other instruments are not audible. This is a cover song of another famous song. This song can be played for a salsa dance.",0,False,False,"['/m/015lz1', ' /m/0164x2', ' /m/04rlf', ' /m/0ln16']","['salsa song', 'male voice', 'piano', 'bass', 'low quality audio', 'moderate tempo', 'cover song', 'dance song']",76,8
D9TuP8PKD6M,60,70,"/m/04rlf,/m/0g293","['latin/folklore/country', 'e-bass', 'marimba', 'brass', 'acoustic drums', 'medium tempo']",A marimba playing the main melody along with a little brass-section playing another melody along. The e-bass is playing along with the drums holding a country-like rhythm. This song may be playing at a park with little food trucks.,6,False,True,"['/m/04rlf', ' /m/0g293']","['latin/folklore/country', 'e-bass', 'marimba', 'brass', 'acoustic drums', 'medium tempo']",39,6
DA3fNvbZoBM,80,90,"/m/01lyv,/m/04rlf","['folk rock', 'acoustic guitar', 'folk harmonies', 'country-folk', 'powerful guitar stabs', 'repeated vocal motif']","This is a quintessentially folk-rock song, with at least a three-part country-folk harmony. There is an acoustic guitar arpeggio throughout the clip, and a powerful stab on the bass strings every second bar. The song feels sombre, in a way.",3,False,False,"['/m/01lyv', ' /m/04rlf']","['folk rock', 'acoustic guitar', 'folk harmonies', 'country-folk', 'powerful guitar stabs', 'repeated vocal motif']",40,6
DA8lw6Mq0DY,360,370,"/m/016cjb,/m/04rlf,/t/dd00034","['gospel', '2 separate songs', 'strings', 'acoustic guitar', 'acoustic drums', 'e-bass', 'female voice singing', 'medium to uptempo']","A female voice is singing a ballad with some reverb on her voice while an acoustic guitar is finger-picking chords on the left side of the speakers. A string section is playing harmonies along with the singer. A e,bass is played along with shakers and ride hits from a drummer. A piano is playing along with the melody. The elements are spread across the sides of the speakers.",6,False,True,"['/m/016cjb', ' /m/04rlf', ' /t/dd00034']","['gospel', '2 separate songs', 'strings', 'acoustic guitar', 'acoustic drums', 'e-bass', 'female voice singing', 'medium to uptempo']",68,8
DAPGvg8qOAU,0,10,"/m/015lz1,/m/04rlf,/m/04rzd,/m/07xzm","['acoustic folk', 'mandolin', 'acoustic guitar', 'male vocal', 'story-telling mood', 'mellow', 'gentle', 'cozy', 'easygoing', 'american']",This is an acoustic folk piece. The main melody is being played with a mandolin while there is an acoustic guitar backing. A male vocalist is singing in a story-telling mood. The overall atmosphere of the piece is mellow. This piece could definitely be used in the soundtracks of romantic movies. It could also be played in sequences that emphasize longing and loneliness.,9,True,True,"['/m/015lz1', ' /m/04rlf', ' /m/04rzd', ' /m/07xzm']","['acoustic folk', 'mandolin', 'acoustic guitar', 'male vocal', 'story-telling mood', 'mellow', 'gentle', 'cozy', 'easygoing', 'american']",63,10
DAX9uKYlDvw,120,130,"/m/04rlf,/m/04szw,/m/0g293,/m/0l14md,/m/0ln16","['latin american music', 'upbeat', 'brass instruments', 'bongo drums', 'piano', 'male hispanic vocal group', 'salsa dancing', 'live performance', 'low quality audio']",This is a traditional Latin American song which would be suitable for salsa dancing. There are layers of percussion including bongo drums and snare drums. The pianist plays intricate melodies and the brass section plays vibrant and punchy motifs. It's a live performance with a relatively poor audio quality. There is a male group of singers performing energetically.,3,False,False,"['/m/04rlf', ' /m/04szw', ' /m/0g293', ' /m/0l14md', ' /m/0ln16']","['latin american music', 'upbeat', 'brass instruments', 'bongo drums', 'piano', 'male hispanic vocal group', 'salsa dancing', 'live performance', 'low quality audio']",58,9
DB38NRSHw9A,30,40,"/m/04rlf,/m/05zppz,/m/0gywn,/t/dd00003","['r&b', 'happy', 'mid-pitched male vocals', 'soft piano synth', 'kick', 'snare', 'hi-hats', 'upbeat', 'out of key vocals', 'mid tempo']",The music contains an erotic male voice which is out of key and clearly in the foreground. In the background there's a sustained soft piano synth and a drum kit playing a mid pitch beat. The atmosphere is sexual and seductive.,5,False,True,"['/m/04rlf', ' /m/05zppz', ' /m/0gywn', ' /t/dd00003']","['r&b', 'happy', 'mid-pitched male vocals', 'soft piano synth', 'kick', 'snare', 'hi-hats', 'upbeat', 'out of key vocals', 'mid tempo']",41,10
DC0C-KO9EJk,100,110,"/m/04rlf,/t/dd00036","['electro/rock', 'synth bass', 'e-guitar', 'digital drums', 'fast paced', 'uplifting']","This song contains a synth bass changing pitch really fast along with a digital drum groove. A distorted e-guitar is playing a riff that is panned to the right side of the speakers. This audio may be playing in a fast paced, arcade video-game.",6,False,False,"['/m/04rlf', ' /t/dd00036']","['electro/rock', 'synth bass', 'e-guitar', 'digital drums', 'fast paced', 'uplifting']",44,6
DCFrCX4HPO8,120,130,"/m/015lz1,/m/04rlf,/m/07pp8cl,/m/0glt670","['telephone ringing', 'hindi pop music', 'medium tempo', 'indian percussions', 'tambourine percussions', 'female singers', 'romantic', 'love song', 'hindi pop song', 'guitar rhythm', 'strong bass line', 'energetic', 'passionate', 'bollywood dance music', 'average audio quality', 'keyboard accompaniment']","A female singer sings this passionate melody. The song is a medium  tempo with a groovy bass line , steady drumming, keyboard accompaniment, Indian percussion and tambourine accompaniment. The song is playful and romantic. The song is a modern Bollywood pop song with average quality audio.",1,True,True,"['/m/015lz1', ' /m/04rlf', ' /m/07pp8cl', ' /m/0glt670']","['telephone ringing', 'hindi pop music', 'medium tempo', 'indian percussions', 'tambourine percussions', 'female singers', 'romantic', 'love song', 'hindi pop song', 'guitar rhythm', 'strong bass line', 'energetic', 'passionate', 'bollywood dance music', 'average audio quality', 'keyboard accompaniment']",46,16
DGbMEkQerYs,30,40,"/m/04rlf,/m/064t9,/m/0gywn","['rock&roll/soul', 'e-guitar', 'e-bass', 'acoustic guitar', 'piano', 'banjo', 'two songs', 'male voice singing', 'female voice singing', 'upright bass', 'medium to uptempo']","A male voice is singing along to a blues/rock bassline and acoustic drums. A e-guitar and a banjo are playing the same melody as the bass. All the instruments are playing when the male voice is not singing. Then after fading out a new song starts with a percussive sound, an upright bass, piano and a female voice singing.This song may be playing in a bar.",6,True,True,"['/m/04rlf', ' /m/064t9', ' /m/0gywn']","['rock&roll/soul', 'e-guitar', 'e-bass', 'acoustic guitar', 'piano', 'banjo', 'two songs', 'male voice singing', 'female voice singing', 'upright bass', 'medium to uptempo']",66,11
DGlP6oTqe5Y,30,40,"/m/0145m,/m/026z9,/m/04rlf","['male vocalist', 'fast tempo', 'electronic music', 'techno pop', 'synthesiser arrangements', 'tambourine beats', 'digital drumming', 'surround sound', 'rock and roll', 'techno mix', 'electro pop', 'trance', 'psychedelic', 'energetic', 'enthusiastic', 'groovy', 'dance pop', 'dance music', 'club music', 'heavy reverb']","A male vocalist sings this energetic song. The tempo is fast with synthesiser arrangements, digital drumming and tambourine beats along with an incessant catchy vocal riff and vocalisation. The music is buoyant, energetic,enthusiastic , pulsating, punchy and groovy. This song is Techno Pop.",7,False,False,"['/m/0145m', ' /m/026z9', ' /m/04rlf']","['male vocalist', 'fast tempo', 'electronic music', 'techno pop', 'synthesiser arrangements', 'tambourine beats', 'digital drumming', 'surround sound', 'rock and roll', 'techno mix', 'electro pop', 'trance', 'psychedelic', 'energetic', 'enthusiastic', 'groovy', 'dance pop', 'dance music', 'club music', 'heavy reverb']",43,20
DHDn79ee98Q,30,40,"/m/04rlf,/m/07kc_","['cinematic', 'synth sounds', 'sound effects', 'timpani hits', 'disturbing']","This song contains synthesizer pads and plucks playing all over the place along with ringing sounds, timpani and snare hits. This song may be playing for a bossfight in a video-game.",6,False,True,"['/m/04rlf', ' /m/07kc_']","['cinematic', 'synth sounds', 'sound effects', 'timpani hits', 'disturbing']",31,5
DKBbLySEGic,30,40,"/m/04rlf,/m/07rwj3x","['low quality', 'harmonizing mixed vocals', 'harsh', 'live performance', 'distorted bass', 'arpeggiate synth keys melody', 'crushed', 'crowd excitement', 'unbalanced stereo', 'mystical']","The low quality recording features a live performance that consists of harmonizing mixed vocals singing over distorted bass and arpeggiated synth keys melody. It sounds crushed, harsh and the stereo image is unbalanced since the sound is leaning towards the right channel of the stereo image. There are some crowd excitement sounds in the background.",4,False,True,"['/m/04rlf', ' /m/07rwj3x']","['low quality', 'harmonizing mixed vocals', 'harsh', 'live performance', 'distorted bass', 'arpeggiate synth keys melody', 'crushed', 'crowd excitement', 'unbalanced stereo', 'mystical']",55,10
DKflAAykh6A,30,40,"/m/04rlf,/m/06j64v,/m/0ln16","['salsa', 'latin folk music', 'male singer', 'spirited singing', 'emotional', 'couples dancing', 'passionate song', 'mysterious', 'latin percussions', 'trumpets playing', 'medium tempo', 'various percussion hits', 'keyboard harmony', 'romantic', 'love songs', 'latin romantic hits', 'keyboard accompaniment', 'poor audio quality', 'passionate', 'groovy bass line']","A male singer sings this Latin melody. The song is medium tempo with a groovy Latin percussive rhythm, keyboard accompaniment, brass band harmony and a groovy bass line. The song is romantic and emotional. The song is a salsa dance hit, but has poor audio quality issues..",1,True,True,"['/m/04rlf', ' /m/06j64v', ' /m/0ln16']","['salsa', 'latin folk music', 'male singer', 'spirited singing', 'emotional', 'couples dancing', 'passionate song', 'mysterious', 'latin percussions', 'trumpets playing', 'medium tempo', 'various percussion hits', 'keyboard harmony', 'romantic', 'love songs', 'latin romantic hits', 'keyboard accompaniment', 'poor audio quality', 'passionate', 'groovy bass line']",47,20
DLJGT99uEh4,30,40,"/m/01v1d8,/m/04rlf,/m/04szw,/m/0cfdd,/m/0l14qv,/m/0m0jc","['low quality', 'reverberant', 'instrumental', 'clapping', 'punchy kick', 'shimmering hi hats', 'tinny percussive elements', 'wide echoing effects', 'groovy', 'energetic']","The low quality recording features a reverberant instrumental that consists of punchy kick hits, claps, shimmering hi hats, bouncy and tinny percussive elements. There are wide echoing effects at one point of the loop. Sounds energetic and groovy, like something you would hear in underground clubs.",4,False,True,"['/m/01v1d8', ' /m/04rlf', ' /m/04szw', ' /m/0cfdd', ' /m/0l14qv', ' /m/0m0jc']","['low quality', 'reverberant', 'instrumental', 'clapping', 'punchy kick', 'shimmering hi hats', 'tinny percussive elements', 'wide echoing effects', 'groovy', 'energetic']",46,10
DMwvY--3XD0,30,40,"/m/04rlf,/m/05fw6t","[""children's song"", ""children's voice"", 'bass lick', 'keyboard music', 'simple percussion', 'pop song', 'reggae feel', 'moderate tempo']",This children's song features the voices of children singing the  main melody. This is accompanied by percussion playing a simple beat. A keyboard plays the sounds of a marimba to give this song a reggae feel. The bass plays the root notes followed by a run at every chord change. This song has a happy mood. This song can be played in a children's animation movie.,0,False,False,"['/m/04rlf', ' /m/05fw6t']","[""children's song"", ""children's voice"", 'bass lick', 'keyboard music', 'simple percussion', 'pop song', 'reggae feel', 'moderate tempo']",66,8
DOb8htND5_o,30,40,"/m/026z9,/m/03mb9,/m/04rlf","['disco song', 'dance song', 'female voices', 'male voices', 'programmed percussion', 'vocables', 'synth song', 'moderate tempo', 'happy mood']","This disco song features female voices and male voices singing vocables in harmony in the background. A synth melody is played in the foreground. Toward the end of the melody, a synth swell is played in a ringing tone. At the peak, the percussion starts to play a dance beat. The synth changes melody to a faster rhythm. The mood of this song is happy and upbeat. This song can be played in a club.",0,False,True,"['/m/026z9', ' /m/03mb9', ' /m/04rlf']","['disco song', 'dance song', 'female voices', 'male voices', 'programmed percussion', 'vocables', 'synth song', 'moderate tempo', 'happy mood']",75,9
DP72GDe6AAs,18,28,"/m/04rlf,/m/07pjwq1","['2000s pop/synth-rock', 'drums', 'sound effects', 'synth pad sound', 'medium to uptempo']",This song contains a drum set playing a groove with an outstanding snare hit and hihats panned to the right side of the speakers. Synthesizer pad sounds are rising up in pitch to the mid range. The recording also contains something like a short sniffing sound used as part of the rhythm and sound effects. This song may be playing in a thriller-movie.,6,False,True,"['/m/04rlf', ' /m/07pjwq1']","['2000s pop/synth-rock', 'drums', 'sound effects', 'synth pad sound', 'medium to uptempo']",63,5
DPW5M1FYxu4,490,500,/m/05pd6,"['oriental/orchestral', 'acoustic guitars', 'oud', 'strings', 'acoustic drums', 'percussion', 'upright bass', 'male voice singing', 'higher pitch', 'medium to uptempo']",This composition contains acoustic guitars strumming chords panned to the right side of the speakers. Other plucked string instruments are playing a melody along. An acoustic drum is playing a simple dance groove with a pregnant hihat. In the background you can hear an upright bass and violins playing a melody on the next part of the song. A male voice is singing in the mid-to high range. This song may be playing live.,6,False,False,['/m/05pd6'],"['oriental/orchestral', 'acoustic guitars', 'oud', 'strings', 'acoustic drums', 'percussion', 'upright bass', 'male voice singing', 'higher pitch', 'medium to uptempo']",74,10
